order_id,Order Date,customer_name,email,country,product_name,qty,price,payment_status,shipping_date
ORD1020,07/24/2024,  SARAH PHILLIPS  ,phumphrey@example.net,canada,Keyboard,2.0,$82.0,pending,2024-07-24
ORD1021,2024-09-06,nicole ruiz,danielsampson@example.net,uk,Keyboard,2.0,$66.37,pending,2024-09-08
ORD1022,2024-09-28,benjamin acosta,kmiller@example.org,United States,Mouse,1.0,$192.55,pending,2024-09-30
ORD1023,Jan 21 2024,david richmond,acowan@example.com,united states,Mouse,1.0,89.65,PAID,2024-01-30
ORD1024,2024-07-21,  DENNIS HOFFMAN  ,jason20@example.com,United Kingdom,Laptop,3.0,$96.87,paid,2024-07-23
ORD1025,03/08/2024,  ROBERT CLINE  ,myerspeter@example.com,canada,Keyboard,1.0,177.06,pending,
ORD1026,2024-10-10,  AARON THOMPSON  ,bradleydeanna@example.org,United States,Mouse,1.0,$188.4,pending,2024-10-14
ORD1027,06/24/2024,Jonathan Hernandez,kara82@example.net,United States,Monitor,3.0,106.03,Paid,
ORD1028,03/07/2024,annette jones,ryanmiller@example.com,USA,Laptop,3.0,$40.7,paid,2024-03-17
ORD1029,2024-07-08,Lee Davidson,torresalicia@example.net,USA,Keyboard,2.0,$91.66,paid,2024-07-17
ORD1030,Jun 30 2024,  ASHLEY NELSON  ,halljeffrey@example.org,U.S.,Mouse,,195.03,paid,2024-07-08
ORD1031,01/13/2024,David Dunlap,burkeabigail@example.org,U.S.,Keyboard,3.0,$158.65,Paid,2024-01-15
ORD1032,01/20/2024,Jared Elliott,kherman@example.com,U.S.,Mouse,2.0,$47.92,paid,2024-01-27
ORD1033,May 22 2024,Christina Kelley MD,thill@example.net,UK,Keyboard,3.0,76.72,Paid,2024-05-23
ORD1034,May 13 2024,Madeline Hopkins,hortiz@example.net,Canada,Monitor,3.0,17.27,pending,2024-05-15
ORD1035,10/22/2024,  MARY BECK  ,garymills@example.com,UK,Mouse,3.0,$18.43,Paid,2024-10-25
ORD1036,2024-06-18,roberta george,mcculloughalexis@example.net,united states,Monitor,3.0,$136.04,PAID,2024-06-27
ORD1037,2024-04-08,laura johnson,lstewart@example.com,UK,Laptop,,$138.69,paid,2024-04-14
ORD1038,10/23/2024,alexis murray,obranch@example.org,uk,Mouse,3.0,98.35,PAID,2024-11-01
ORD1039,2024-06-20,sandra thomas,melindaschwartz@example.org,USA,Mouse,2.0,137.83,pending,2024-06-21
ORD1040,Feb 07 2024,  DOROTHY RUSSO  ,tyroneperry@example.net,uk,Monitor,,$178.37,paid,2024-02-14
ORD1041,Jan 03 2024,paul riley,clowe@example.net,U.S.,Laptop,,$51.58,Pending,2024-01-04
ORD1042,10/13/2024,Lauren Scott,stanleychristian@example.org,UK,Monitor,3.0,190.51,pending,2024-10-22
ORD1043,2024-03-22,samantha cummings,allenchase@example.org,UK,Monitor,,59.25,PAID,2024-03-29
ORD1044,May 26 2024,  ELIZABETH FISHER  ,andersonstephanie@example.net,US,Mouse,3.0,$73.81,paid,2024-05-29
ORD1045,02/02/2024,nicholas hicks,parkskelly@example.org,CAN,Monitor,,72.87,pending,2024-02-08
ORD1046,01/11/2024,  VALERIE RAMOS  ,austinsanchez@example.org,CAN,Monitor,,100.63,pending,2024-01-20
ORD1047,04/22/2024,  SHANNON CORTEZ  ,stephen48@example.org,Canada,Monitor,2.0,61.86,Pending,2024-04-29
ORD1048,Sep 30 2024,  RICHARD ANDERSON  ,benitezkelly@example.org,U.K.,Monitor,,$122.46,Pending,2024-09-30
ORD1049,05/13/2024,Dr. Michelle Lewis DVM,carneyjulia@example.com,united states,Monitor,3.0,$50.22,Paid,2024-05-19
ORD1050,2024-10-03,Stephen Jones,amanda49@example.net,USA,Mouse,3.0,$52.6,Paid,2024-10-03
ORD1051,May 02 2024,christina barker,wilsonwalter@example.com,united states,Keyboard,,$137.2,pending,2024-05-04
ORD1052,2024-02-28,ryan suarez,colleengarrison@example.net,CAN,Monitor,3.0,30.54,paid,
ORD1053,May 04 2024,Vanessa Willis,mcphersonchristopher@example.org,United Kingdom,Laptop,3.0,$171.56,Pending,2024-05-05
ORD1054,02/05/2024,laura turner,alison37@example.net,Canada,Monitor,3.0,12.4,Pending,2024-02-13
ORD1055,Sep 24 2024,alexander hughes,ovaldez@example.net,uk,Keyboard,3.0,$127.02,paid,2024-10-04
ORD1056,02/14/2024,Mrs. Janet Morgan,skirk@example.com,Canada,Laptop,,$56.33,PAID,2024-02-18
ORD1057,Apr 18 2024,elizabeth morales,isimmons@example.net,USA,Mouse,3.0,$74.66,Pending,2024-04-23
ORD1058,2024-05-03,  ELIZABETH JACKSON  ,mle@example.org,U.S.,Monitor,,95.15,PAID,2024-05-10
ORD1059,Jul 07 2024,brooke greene,bmcgee@example.net,canada,Keyboard,3.0,$90.85,paid,2024-07-14
ORD1060,Apr 08 2024,  CHRISTOPHER MILLER  ,janderson@example.net,U.S.,Monitor,1.0,$151.15,pending,2024-04-13
ORD1061,2024-09-25,  ANTONIO TUCKER  ,george38@example.org,Canada,Mouse,3.0,$196.3,pending,2024-10-04
ORD1062,2024-01-24,David Moreno,aprilmclean@example.net,United States,Laptop,3.0,142.51,Pending,2024-01-24
ORD1063,06/23/2024,  JOHN DAVIS  ,qjackson@example.org,United States,Monitor,1.0,$57.97,pending,2024-06-25
ORD1064,01/28/2024,  PAMELA LEVINE  ,cbarrera@example.com,U.S.,Laptop,2.0,164.12,Pending,2024-01-30
ORD1065,04/25/2024,  ASHLEY MORSE  ,gary69@example.com,United Kingdom,Monitor,,$95.6,pending,
ORD1066,2024-02-20,  ERIC THOMAS  ,jvaughn@example.com,US,Laptop,2.0,$60.28,Pending,2024-02-23
ORD1067,Aug 28 2024,  DANIELLE MILLER  ,shellywells@example.net,canada,Laptop,1.0,53.98,PAID,2024-09-01
ORD1068,Apr 11 2024,  KRISTEN TAYLOR  ,jason34@example.net,united states,Mouse,1.0,$113.47,paid,2024-04-17
ORD1069,Oct 18 2024,valerie allen,crystal33@example.org,united states,Monitor,,$33.63,pending,
ORD1070,2024-08-09,Joy Miller,mdominguez@example.com,United Kingdom,Laptop,3.0,14.91,PAID,2024-08-14
ORD1071,2024-03-30,jill snow,kjohnson@example.org,canada,Laptop,,$184.05,Pending,2024-04-06
ORD1072,02/23/2024,  AMBER SILVA  ,benjaminjonathan@example.com,CAN,Laptop,3.0,$88.21,PAID,2024-02-25
ORD1073,Feb 29 2024,lisa robinson,christopher68@example.net,UK,Keyboard,1.0,134.96,Pending,2024-03-06
ORD1074,01/27/2024,Nicole Rodriguez,hudsonkara@example.org,United States,Laptop,3.0,114.35,pending,2024-01-30
ORD1075,2024-03-22,  DENISE JOHNSON  ,fwilliams@example.net,United States,Monitor,1.0,114.93,paid,2024-03-26
ORD1076,05/29/2024,kurt bonilla,james17@example.net,UK,Mouse,3.0,$88.94,pending,2024-06-06
ORD1077,03/10/2024,Ernest Murray,connorhayden@example.com,united states,Laptop,3.0,$156.81,PAID,2024-03-11
ORD1078,10/23/2024,jennifer jackson,whiteheadmary@example.net,UK,Monitor,,$174.4,PAID,2024-11-02
ORD1079,05/02/2024,  VICTORIA REEVES  ,gregorylee@example.com,uk,Monitor,,54.38,Pending,2024-05-11
ORD1080,Mar 18 2024,christopher medina,kevinchapman@example.net,canada,Laptop,1.0,33.99,Pending,
ORD1081,03/14/2024,David Sheppard,thomas30@example.net,U.K.,Laptop,2.0,24.22,pending,2024-03-20
ORD1082,2024-06-11,steven richardson,coopercheyenne@example.com,U.K.,Keyboard,,175.75,Paid,2024-06-21
ORD1083,Feb 20 2024,  ADAM ROY  ,osmith@example.org,USA,Laptop,1.0,$94.3,Paid,2024-03-01
ORD1084,07/10/2024,Robert Schmitt,zallison@example.net,US,Mouse,2.0,$56.4,Pending,2024-07-16
ORD1085,May 03 2024,  ASHLEY LAWRENCE  ,brianrodriguez@example.com,united states,Laptop,2.0,54.12,Pending,2024-05-10
ORD1086,10/06/2024,andrew lopez,harrisontimothy@example.net,CAN,Keyboard,1.0,$93.93,PAID,2024-10-08
ORD1087,Jul 15 2024,carolyn deleon,thomas78@example.net,uk,Keyboard,1.0,$55.07,Pending,2024-07-22
ORD1088,Oct 16 2024,Tiffany Fuller,cgonzalez@example.net,united states,Mouse,1.0,183.02,PAID,2024-10-26
ORD1089,Apr 07 2024,Robin Boyle,mauricefloyd@example.net,US,Laptop,3.0,138.78,Paid,2024-04-16
ORD1090,2024-08-13,frank allen,bgregory@example.net,CAN,Mouse,3.0,$149.15,pending,2024-08-13
ORD1091,07/06/2024,Bradley Small,oschmidt@example.com,united states,Keyboard,3.0,167.79,Pending,2024-07-14
ORD1092,Mar 13 2024,Shelly James,chaseyolanda@example.org,USA,Keyboard,,193.78,Pending,2024-03-16
ORD1093,05/14/2024,  ROBERT MENDOZA  ,xross@example.net,U.S.,Monitor,,$166.26,pending,2024-05-23
ORD1094,04/23/2024,natasha williams,danielmiller@example.net,CAN,Laptop,1.0,$130.73,Paid,2024-05-03
ORD1095,Sep 09 2024,  JASON WILSON  ,tgonzales@example.org,canada,Keyboard,1.0,54.61,pending,2024-09-10
ORD1096,Mar 20 2024,Amber Rose,brian18@example.net,USA,Keyboard,1.0,$168.4,Pending,2024-03-26
ORD1097,Jul 04 2024,dana matthews,perezkiara@example.org,U.S.,Laptop,3.0,113.45,Pending,
ORD1098,04/18/2024,  DANIEL LARSEN  ,raymondchristy@example.net,US,Mouse,1.0,$19.61,pending,2024-04-28
ORD1099,Apr 20 2024,  ALEXANDRA MARTIN  ,erika09@example.com,US,Mouse,3.0,157.13,paid,2024-04-23
ORD1100,2024-01-14,michele phillips,adamskevin@example.com,united states,Laptop,1.0,$78.07,Pending,2024-01-16
ORD1101,Feb 02 2024,susan kline,martinezjonathan@example.com,U.S.,Laptop,,157.82,pending,2024-02-09
ORD1102,01/16/2024,dennis peterson,omartin@example.com,canada,Laptop,,170.99,PAID,2024-01-16
ORD1103,Feb 03 2024,noah flores,frankjack@example.com,United Kingdom,Keyboard,3.0,$128.62,pending,2024-02-05
ORD1104,2024-02-28,John Rivas,idavis@example.org,CAN,Monitor,2.0,91.71,PAID,2024-03-09
ORD1105,05/10/2024,  KRYSTAL LOVE  ,josephjohnson@example.net,United States,Laptop,2.0,$140.5,PAID,2024-05-15
ORD1106,10/11/2024,Mr. Edward Snyder,jeremy80@example.net,CAN,Laptop,3.0,137.3,pending,2024-10-11
ORD1107,02/23/2024,  AMANDA CUMMINGS  ,juliefuller@example.com,United States,Keyboard,2.0,39.4,PAID,2024-03-03
ORD1108,May 22 2024,Peter Stevens,ktorres@example.com,United Kingdom,Laptop,2.0,163.37,PAID,
ORD1109,2024-05-19,david hayes,warrentheodore@example.com,CAN,Laptop,3.0,$76.69,Paid,
ORD1110,09/28/2024,  CHARLES POLLARD  ,brownjennifer@example.com,united states,Keyboard,,89.77,pending,2024-10-01
ORD1111,2024-01-27,michael maddox,owilcox@example.net,U.K.,Monitor,2.0,$153.34,Pending,2024-01-29
ORD1112,2024-04-20,  MR. TRACY AYALA  ,kristie57@example.net,U.K.,Monitor,1.0,75.58,PAID,
ORD1113,07/21/2024,Jasmine Palmer,robertrivers@example.com,united states,Keyboard,1.0,$11.46,Paid,2024-07-30
ORD1114,Aug 08 2024,  BRENDA GAY  ,robertsvanessa@example.org,UK,Keyboard,2.0,$82.24,Paid,2024-08-10
ORD1115,Aug 23 2024,Maria Greene,robert30@example.com,united states,Laptop,3.0,$119.39,PAID,2024-08-24
ORD1116,2024-08-23,  HOLLY HILL  ,pamelaknight@example.org,United Kingdom,Monitor,1.0,92.98,Pending,2024-08-28
ORD1117,2024-06-22,christopher ferguson,rhamilton@example.com,UK,Mouse,3.0,158.03,PAID,2024-06-25
ORD1118,2024-03-16,  AARON WILSON  ,jeffrey72@example.com,US,Laptop,1.0,$37.82,Pending,2024-03-19
ORD1119,Oct 15 2024,Anna Howard,walkertheodore@example.com,Canada,Keyboard,,$139.42,Paid,2024-10-24
ORD1120,2024-06-04,stephen edwards,spencerbruce@example.org,USA,Keyboard,1.0,76.87,Paid,2024-06-08
ORD1121,Feb 16 2024,Cameron Pruitt,moralesmonica@example.org,USA,Monitor,,97.92,pending,2024-02-25
ORD1122,2024-06-13,Kelly Barnes,xdaniel@example.net,Canada,Laptop,,105.26,paid,
ORD1123,08/12/2024,John Romero,aberry@example.com,U.K.,Laptop,2.0,79.14,PAID,
ORD1124,Feb 18 2024,Ronald Bennett,alexander45@example.org,United Kingdom,Mouse,,$63.99,pending,2024-02-26
ORD1125,Jun 28 2024,thomas roberts,whitakersarah@example.com,CAN,Keyboard,,34.5,pending,
ORD1126,08/04/2024,  MICHELLE LAMB  ,elizabeththomas@example.net,U.S.,Keyboard,3.0,13.46,Pending,2024-08-12
ORD1127,2024-03-11,cynthia conley,bentleytimothy@example.com,uk,Laptop,1.0,66.2,pending,2024-03-13
ORD1128,Jul 11 2024,Michael Hall,tmurphy@example.com,US,Monitor,2.0,$44.36,PAID,2024-07-13
ORD1129,05/01/2024,  ELIZABETH THOMPSON  ,zwright@example.org,U.S.,Keyboard,3.0,152.95,Pending,2024-05-08
ORD1130,04/09/2024,alison baker,tyler66@example.org,CAN,Mouse,,97.72,pending,2024-04-14
ORD1131,May 08 2024,Katelyn Hall,williamsnatalie@example.org,UK,Laptop,,$176.08,paid,2024-05-08
ORD1132,2024-09-19,Mrs. Jennifer Nguyen PhD,williamstraci@example.net,USA,Monitor,,$27.43,pending,2024-09-21
ORD1133,07/16/2024,Nicole Schmitt MD,paulamarks@example.com,U.K.,Keyboard,3.0,52.66,paid,
ORD1134,2024-08-29,michael branch,rick72@example.com,U.S.,Mouse,,95.23,pending,2024-08-31
ORD1135,2024-02-26,  BAILEY PETERSON  ,robertgonzalez@example.com,U.K.,Monitor,2.0,$67.22,Pending,2024-03-01
ORD1136,01/09/2024,Elizabeth Williams,briannaadams@example.com,U.S.,Monitor,2.0,$146.52,Paid,2024-01-19
ORD1137,07/03/2024,  DANNY LARSEN  ,gina60@example.net,CAN,Keyboard,1.0,$84.19,Paid,2024-07-04
ORD1138,Feb 04 2024,  CASEY STAFFORD  ,qpaul@example.net,United Kingdom,Keyboard,2.0,$149.26,PAID,2024-02-09
ORD1139,03/30/2024,Mary Allison,qgriffin@example.com,United States,Monitor,,$196.36,paid,
ORD1140,Apr 12 2024,Austin Phelps,jorgedennis@example.org,canada,Keyboard,3.0,$187.34,paid,2024-04-12
ORD1141,01/25/2024,jonathan bell,michaeljohnson@example.com,canada,Monitor,3.0,$61.91,paid,2024-02-04
ORD1142,Sep 11 2024,andrea moore,johngomez@example.org,US,Keyboard,3.0,$162.22,Paid,2024-09-16
ORD1143,05/31/2024,  HOLLY FARRELL  ,jessicaperry@example.com,canada,Keyboard,,$124.5,PAID,2024-06-04
ORD1144,Aug 10 2024,dr. thomas weaver,petersenralph@example.org,uk,Mouse,1.0,24.26,paid,2024-08-14
ORD1145,Aug 12 2024,tracy fowler,xrichard@example.org,United Kingdom,Laptop,2.0,22.77,Pending,2024-08-12
ORD1146,Jul 09 2024,james noble,kelseygillespie@example.net,united states,Mouse,1.0,119.05,Paid,2024-07-16
ORD1147,2024-09-12,  AMY LYONS  ,lori52@example.net,united states,Monitor,,$183.57,pending,2024-09-20
ORD1148,2024-09-08,Teresa Sawyer,mooredanielle@example.com,canada,Laptop,1.0,35.79,PAID,2024-09-11
ORD1149,2024-02-03,Michael Christian,michael93@example.org,U.K.,Mouse,3.0,179.35,pending,2024-02-11
ORD1150,2024-04-12,seth johnson,ecooper@example.com,canada,Mouse,2.0,160.17,Paid,
ORD1151,Jul 22 2024,  KAYLA BOWMAN  ,thomas50@example.net,Canada,Laptop,,$156.14,pending,2024-07-29
ORD1152,2024-10-09,Jamie Morris,zmolina@example.com,USA,Laptop,2.0,155.88,PAID,2024-10-19
ORD1153,Jun 14 2024,Anthony Barker,boydstephanie@example.net,united states,Mouse,3.0,190.02,pending,2024-06-17
ORD1154,2024-06-04,sarah johnson,qmurray@example.com,US,Keyboard,1.0,105.49,pending,
ORD1155,Jan 15 2024,  BRANDI GOMEZ  ,yjackson@example.com,U.S.,Monitor,1.0,190.22,Paid,2024-01-16
ORD1156,Oct 06 2024,amber ellis,singletonkyle@example.com,uk,Laptop,3.0,$101.76,Pending,2024-10-10
ORD1157,Apr 14 2024,Ryan Norton,eileenhernandez@example.com,Canada,Monitor,2.0,$69.39,PAID,2024-04-19
ORD1158,02/24/2024,anthony foster,ifox@example.org,USA,Keyboard,2.0,98.63,pending,2024-02-29
ORD1159,2024-03-22,jennifer foster,nbecker@example.com,canada,Keyboard,3.0,$46.07,Paid,2024-03-27
ORD1160,09/15/2024,  ROBERT CONTRERAS  ,bmorales@example.com,united states,Monitor,2.0,50.88,Pending,2024-09-22
ORD1161,01/05/2024,Kelly Pearson,sarah16@example.net,Canada,Laptop,,$35.45,pending,2024-01-06
ORD1162,Jul 04 2024,stacey bridges,ihernandez@example.com,United Kingdom,Laptop,3.0,$23.97,Paid,2024-07-12
ORD1163,2024-06-22,kathryn bell,jamiedaniels@example.net,USA,Laptop,3.0,$153.44,PAID,2024-06-30
ORD1164,Sep 22 2024,  MICHELLE MARTIN  ,wmclaughlin@example.net,United Kingdom,Keyboard,2.0,$125.19,pending,2024-09-29
ORD1165,Jun 02 2024,Catherine Douglas,imoran@example.com,united states,Monitor,3.0,106.39,PAID,2024-06-11
ORD1166,Feb 26 2024,Jeffrey Edwards,vsmith@example.org,United Kingdom,Monitor,3.0,$161.38,pending,2024-03-03
ORD1167,Jan 27 2024,Brenda Young,maureen90@example.net,CAN,Mouse,,42.4,paid,
ORD1168,02/26/2024,  JAMES WEBB  ,mcleanamber@example.com,uk,Mouse,1.0,$93.8,pending,2024-02-29
ORD1169,Feb 01 2024,edward rodriguez,davidstanley@example.com,US,Monitor,2.0,116.57,PAID,2024-02-03
ORD1170,2024-05-15,  ROBERT ANDERSON  ,ksmith@example.org,united states,Mouse,,46.53,PAID,2024-05-24
ORD1171,Apr 16 2024,David Mejia,mcdonaldkenneth@example.com,united states,Keyboard,3.0,$101.16,pending,2024-04-23
ORD1172,07/21/2024,robert webb,beth16@example.com,canada,Keyboard,2.0,65.19,paid,2024-07-26
ORD1173,Oct 02 2024,juan ward,anthonynunez@example.net,USA,Mouse,3.0,36.08,Paid,2024-10-06
ORD1174,2024-06-18,  PATRICK ALEXANDER  ,jodiwest@example.org,UK,Mouse,1.0,$139.43,Pending,2024-06-25
ORD1175,2024-04-12,brandon hart,oliverlisa@example.org,United Kingdom,Mouse,3.0,64.23,Paid,2024-04-16
ORD1176,2024-03-30,phillip ray,claymegan@example.org,canada,Mouse,2.0,187.45,PAID,2024-04-05
ORD1177,01/05/2024,  ALEXIS GARCIA  ,david13@example.com,U.K.,Monitor,1.0,186.41,paid,2024-01-09
ORD1178,08/27/2024,  ERIN ROSALES  ,grantkyle@example.com,canada,Keyboard,2.0,163.67,Paid,2024-08-31
ORD1179,May 31 2024,Katherine Charles,turnerdebra@example.com,UK,Keyboard,2.0,$43.34,Paid,2024-06-09
ORD1180,2024-03-12,  CASEY SILVA  ,taylorbrenda@example.net,U.S.,Monitor,3.0,187.81,PAID,2024-03-19
ORD1181,Oct 20 2024,  MOLLY GREEN  ,jacksongarrett@example.net,U.K.,Laptop,3.0,$134.2,paid,2024-10-20
ORD1182,09/14/2024,amy flynn,joewilliamson@example.net,US,Monitor,1.0,$131.36,pending,2024-09-18
ORD1183,Oct 08 2024,Sierra Perez,pcooper@example.com,United States,Monitor,2.0,154.75,PAID,
ORD1184,Oct 15 2024,  SUSAN BOWERS  ,billydyer@example.net,UK,Mouse,1.0,$167.47,pending,2024-10-16
ORD1185,Apr 15 2024,sara carlson,carrollnicholas@example.net,US,Monitor,,$27.28,Paid,2024-04-24
ORD1186,2024-06-06,audrey gibbs,martineztamara@example.net,USA,Monitor,,$58.35,Paid,2024-06-06
ORD1187,01/31/2024,  DONNA HARRIS  ,solomonshawn@example.com,US,Monitor,,$16.03,Pending,2024-02-01
ORD1188,Jul 12 2024,kelly ortiz,adambell@example.net,Canada,Laptop,1.0,$139.72,pending,2024-07-18
ORD1189,03/06/2024,John Thomas,icisneros@example.org,CAN,Monitor,1.0,153.67,paid,2024-03-09
ORD1190,Mar 20 2024,amanda mcmahon,kyle66@example.org,U.K.,Monitor,2.0,188.11,Paid,2024-03-24
ORD1191,Feb 04 2024,mary hebert,brianwolfe@example.net,uk,Laptop,1.0,$94.82,paid,2024-02-05
ORD1192,Jan 29 2024,christopher riley,longkelly@example.net,U.K.,Keyboard,3.0,$54.49,paid,2024-01-31
ORD1193,2024-09-23,jesse reed,victoria14@example.org,uk,Mouse,,67.1,Pending,2024-09-26
ORD1194,01/25/2024,thomas king,meganpark@example.net,united states,Monitor,,$159.3,pending,2024-01-30
ORD1195,2024-04-25,Mrs. Amanda Armstrong DDS,ryan82@example.org,UK,Mouse,2.0,$163.1,PAID,2024-04-29
ORD1196,Feb 10 2024,carrie french,ramirezcheryl@example.com,CAN,Laptop,3.0,27.57,paid,2024-02-17
ORD1197,10/27/2024,Michael Lopez,hmckinney@example.com,U.S.,Mouse,2.0,101.08,Paid,2024-11-06
ORD1198,2024-09-02,Jocelyn James,cbell@example.net,CAN,Monitor,2.0,85.36,PAID,2024-09-05
ORD1199,Jul 03 2024,Katie Wilson,bradley42@example.org,U.S.,Keyboard,,$98.54,Paid,2024-07-11
ORD1200,Apr 23 2024,rachel ramsey,blackwelljacqueline@example.org,US,Mouse,1.0,$59.55,Pending,2024-04-25
ORD1201,05/05/2024,Christine Wagner,russellbrenda@example.net,canada,Monitor,3.0,$58.89,PAID,2024-05-12
ORD1202,Oct 06 2024,William Jackson,cserrano@example.com,UK,Laptop,2.0,184.21,Paid,2024-10-13
ORD1203,Jan 25 2024,  LEON GUERRERO  ,katherine87@example.net,uk,Mouse,,$36.12,pending,2024-01-25
ORD1204,2024-01-31,  MARK BRUCE  ,yking@example.com,UK,Monitor,,$135.26,pending,2024-02-09
ORD1205,Oct 01 2024,Julia Smith,vegadalton@example.org,US,Laptop,1.0,105.42,pending,2024-10-05
ORD1206,04/08/2024,michael huerta,joann37@example.net,CAN,Monitor,3.0,164.89,paid,2024-04-17
ORD1207,02/11/2024,natalie mclaughlin,christinemercer@example.com,U.K.,Laptop,1.0,27.77,Paid,2024-02-21
ORD1208,2024-08-10,Sheila Thompson,rodriguezdaniel@example.org,U.S.,Mouse,3.0,117.51,pending,2024-08-20
ORD1209,Jan 24 2024,diana lee,vlittle@example.org,Canada,Laptop,3.0,180.87,pending,2024-01-25
ORD1210,2024-07-22,Marcus George,joshua95@example.org,U.K.,Keyboard,3.0,$40.87,paid,2024-07-23
ORD1211,02/10/2024,  WILLIAM FUENTES  ,timothyyoung@example.com,United States,Keyboard,3.0,20.2,pending,2024-02-18
ORD1212,07/22/2024,rick williams,cdavis@example.net,CAN,Monitor,1.0,$130.48,pending,2024-07-27
ORD1213,Feb 13 2024,  KELLY TAYLOR  ,rebeccagarcia@example.net,united states,Mouse,3.0,$161.63,paid,2024-02-22
ORD1214,06/11/2024,Richard Perry,xlamb@example.com,United States,Mouse,1.0,$27.39,Pending,2024-06-16
ORD1215,2024-10-11,scott hernandez,andrew84@example.net,United Kingdom,Keyboard,,29.63,Paid,2024-10-19
ORD1216,2024-07-17,keith ward,ogutierrez@example.org,united states,Keyboard,2.0,$118.67,paid,
ORD1217,2024-08-10,Bruce Mckenzie,ysolis@example.org,uk,Monitor,,66.95,paid,2024-08-14
ORD1218,03/10/2024,meghan castro,lewistimothy@example.org,Canada,Monitor,1.0,$190.28,pending,2024-03-14
ORD1219,2024-06-13,Ronald Garza,jamesfernandez@example.org,united states,Monitor,2.0,101.01,paid,2024-06-22
ORD1220,May 23 2024,  SAMUEL BYRD  ,calvinpatterson@example.net,UK,Mouse,3.0,31.64,pending,
ORD1221,Aug 24 2024,  MIRANDA GARCIA  ,robertgeorge@example.org,CAN,Monitor,,$161.56,PAID,2024-08-27
ORD1222,Mar 19 2024,kathryn taylor,grahamalex@example.com,UK,Monitor,,24.05,PAID,2024-03-25
ORD1223,2024-10-01,christine romero,carl94@example.com,U.K.,Laptop,1.0,30.78,Pending,2024-10-10
ORD1224,06/18/2024,  TRACI LOPEZ  ,olivia13@example.org,uk,Mouse,1.0,$12.0,Pending,2024-06-24
ORD1225,09/13/2024,  REBEKAH JONES  ,johnny57@example.net,CAN,Laptop,3.0,$199.56,paid,2024-09-15
ORD1226,06/24/2024,carrie roberts,laura91@example.com,uk,Monitor,2.0,$109.01,PAID,
ORD1227,Feb 28 2024,Adrian Sanchez,vrivera@example.net,uk,Mouse,3.0,133.11,pending,2024-02-28
ORD1228,10/13/2024,michael marsh,rebeccalee@example.net,U.K.,Monitor,,$54.05,pending,2024-10-19
ORD1229,Aug 18 2024,  JACQUELINE HARRISON  ,stephaniecasey@example.com,united states,Laptop,,83.88,pending,2024-08-27
ORD1230,Jun 15 2024,pamela david,courtney80@example.net,U.K.,Keyboard,,31.65,pending,2024-06-18
ORD1231,Feb 28 2024,  MARIE DUFFY  ,nicole90@example.com,U.K.,Keyboard,3.0,170.65,pending,
ORD1232,2024-03-09,  DAWN JACKSON  ,tflores@example.org,uk,Mouse,1.0,55.33,Pending,2024-03-14
